序号,labels,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
104,0,1111110000000000,124,3,0,0,201704,59.88,63.53,3.65,400,756,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
105,0,1111110000000000,131,0,0,0,201704,95.71,102.55,6.84,400,2388,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
106,0,1111110000000000,121,0,0,0,201704,136.69,145.53,8.84,400,1820,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
107,0,1111110000000000,123,2,0,0,201704,42.25,45.53,3.28,400,608,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
108,0,1111110000000000,124,3,0,0,201707,74.07,95.48,21.41,400,2628,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,82,391,391
109,0,1111110000000000,125,4,0,0,201707,41.94,52.24,10.3,400,1360,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,82,391,391
110,0,1111110000000000,124,3,0,0,201706,67.5,74.07,6.57,400,1588,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,391,391
111,0,1111110000000000,121,0,0,0,201706,155.03,169.89,14.86,400,3804,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,391,391
112,0,1111110000000000,125,4,0,0,201706,38.54,41.94,3.4,400,836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,391,391
113,0,1111110000000000,123,2,0,0,201706,48.98,53.88,4.9,400,1380,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,391,391
114,0,1111110000000000,131,0,0,0,201706,109.64,118.02,8.38,400,2836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,391,391
115,0,1111110000000000,121,0,0,0,201705,145.53,155.03,9.5,400,3528,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,82,391,391
116,0,1111110000000000,125,4,0,0,201705,36.45,38.54,2.09,400,756,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,82,391,391
117,0,1111110000000000,124,3,0,0,201704,59.88,63.53,3.65,400,756,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,391,391
118,0,1111110000000000,131,0,0,0,201704,95.71,102.55,6.84,400,2388,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,391,391
119,0,1111110000000000,121,0,0,0,201704,136.69,145.53,8.84,400,1820,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,391,391
120,0,1111110000000000,123,2,0,0,201704,42.25,45.53,3.28,400,608,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,391,391
121,0,1111110000000000,124,3,0,0,201707,74.07,95.48,21.41,400,2628,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,81,387,387
122,0,1111110000000000,125,4,0,0,201707,41.94,52.24,10.3,400,1360,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,81,387,387
123,0,1111110000000000,124,3,0,0,201706,67.5,74.07,6.57,400,1588,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,387,387
124,0,1111110000000000,121,0,0,0,201706,155.03,169.89,14.86,400,3804,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,387,387
125,0,1111110000000000,125,4,0,0,201706,38.54,41.94,3.4,400,836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,387,387
126,0,1111110000000000,123,2,0,0,201706,48.98,53.88,4.9,400,1380,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,387,387
127,0,1111110000000000,131,0,0,0,201706,109.64,118.02,8.38,400,2836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,387,387
128,0,1111110000000000,121,0,0,0,201705,145.53,155.03,9.5,400,3528,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,81,387,387
129,0,1111110000000000,125,4,0,0,201705,36.45,38.54,2.09,400,756,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,81,387,387
130,0,1111110000000000,124,3,0,0,201704,59.88,63.53,3.65,400,756,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,81,387,387
131,0,1111110000000000,131,0,0,0,201704,95.71,102.55,6.84,400,2388,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,81,387,387
132,0,1111110000000000,124,3,0,0,201707,74.07,95.48,21.41,400,2628,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,82,399,399
133,0,1111110000000000,125,4,0,0,201707,41.94,52.24,10.3,400,1360,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,82,399,399
134,0,1111110000000000,124,3,0,0,201706,67.5,74.07,6.57,400,1588,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,399,399
135,0,1111110000000000,121,0,0,0,201706,155.03,169.89,14.86,400,3804,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,399,399
136,0,1111110000000000,125,4,0,0,201706,38.54,41.94,3.4,400,836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,399,399
137,0,1111110000000000,123,2,0,0,201706,48.98,53.88,4.9,400,1380,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,399,399
138,0,1111110000000000,131,0,0,0,201706,109.64,118.02,8.38,400,2836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,399,399
139,0,1111110000000000,121,0,0,0,201705,145.53,155.03,9.5,400,3528,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,82,399,399
140,0,1111110000000000,125,4,0,0,201705,36.45,38.54,2.09,400,756,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,82,399,399
141,0,1111110000000000,124,3,0,0,201704,59.88,63.53,3.65,400,756,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
142,0,1111110000000000,131,0,0,0,201704,95.71,102.55,6.84,400,2388,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
143,0,1111110000000000,121,0,0,0,201704,136.69,145.53,8.84,400,1820,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
144,0,1111110000000000,123,2,0,0,201704,42.25,45.53,3.28,400,608,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,82,399,399
145,0,1111110000000000,124,3,0,0,201707,74.07,95.48,21.41,400,2628,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,0,0,30600
146,0,1111110000000000,125,4,0,0,201707,41.94,52.24,10.3,400,1360,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,0,0,30600
147,0,1111110000000000,124,3,0,0,201706,67.5,74.07,6.57,400,1588,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,0,0,30600
148,0,1111110000000000,121,0,0,0,201706,155.03,169.89,14.86,400,3804,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,0,0,30600
149,0,1111110000000000,125,4,0,0,201706,38.54,41.94,3.4,400,836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,0,0,30600
150,0,1111110000000000,123,2,0,0,201706,48.98,53.88,4.9,400,1380,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,0,0,30600
151,0,1111110000000000,131,0,0,0,201706,109.64,118.02,8.38,400,2836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,0,0,30600
152,0,1111110000000000,121,0,0,0,201705,145.53,155.03,9.5,400,3528,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,0,0,30600
153,0,1111110000000000,125,4,0,0,201705,36.45,38.54,2.09,400,756,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,0,0,30600
154,0,1111110000000000,124,3,0,0,201704,59.88,63.53,3.65,400,756,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,0,0,30600
155,0,1111110000000000,131,0,0,0,201704,95.71,102.55,6.84,400,2388,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,0,0,30600
156,0,1111110000000000,121,0,0,0,201704,136.69,145.53,8.84,400,1820,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,0,0,30600
157,0,1111110000000000,123,2,0,0,201704,42.25,45.53,3.28,400,608,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,0,0,30600
158,0,1111110000000000,124,3,0,0,201707,74.07,95.48,21.41,400,2628,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,12,3,0,82,401,401
159,0,1111110000000000,125,4,0,0,201707,41.94,52.24,10.3,400,1360,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,12,3,0,82,401,401
160,0,1111110000000000,124,3,0,0,201706,67.5,74.07,6.57,400,1588,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,12,3,0,82,401,401
161,0,1111110000000000,121,0,0,0,201706,155.03,169.89,14.86,400,3804,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,12,3,0,82,401,401
162,0,1111110000000000,125,4,0,0,201706,38.54,41.94,3.4,400,836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,12,3,0,82,401,401
163,0,1111110000000000,123,2,0,0,201706,48.98,53.88,4.9,400,1380,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,12,3,0,82,401,401
164,0,1111110000000000,131,0,0,0,201706,109.64,118.02,8.38,400,2836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,12,3,0,82,401,401
165,0,1111110000000000,121,0,0,0,201705,145.53,155.03,9.5,400,3528,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,12,3,0,82,401,401
166,0,1111110000000000,125,4,0,0,201705,36.45,38.54,2.09,400,756,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,12,3,0,82,401,401
167,0,1111110000000000,124,3,0,0,201704,59.88,63.53,3.65,400,756,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,12,3,0,82,401,401
168,0,1111110000000000,131,0,0,0,201704,95.71,102.55,6.84,400,2388,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,12,3,0,82,401,401
169,0,1111110000000000,121,0,0,0,201704,136.69,145.53,8.84,400,1820,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,12,3,0,82,401,401
170,0,1111110000000000,123,2,0,0,201704,42.25,45.53,3.28,400,608,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,12,3,0,82,401,401
171,0,1111110000000000,124,3,0,0,201707,74.07,95.48,21.41,400,2628,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,81,377,377
172,0,1111110000000000,125,4,0,0,201707,41.94,52.24,10.3,400,1360,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,81,377,377
173,0,1111110000000000,124,3,0,0,201706,67.5,74.07,6.57,400,1588,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,377,377
174,0,1111110000000000,121,0,0,0,201706,155.03,169.89,14.86,400,3804,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,377,377
175,0,1111110000000000,125,4,0,0,201706,38.54,41.94,3.4,400,836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,377,377
176,0,1111110000000000,123,2,0,0,201706,48.98,53.88,4.9,400,1380,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,377,377
177,0,1111110000000000,131,0,0,0,201706,109.64,118.02,8.38,400,2836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,81,377,377
178,0,1111110000000000,121,0,0,0,201705,145.53,155.03,9.5,400,3528,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,81,377,377
179,0,1111110000000000,125,4,0,0,201705,36.45,38.54,2.09,400,756,41,1111110000000000,201705,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3804,3893.55,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201705,1,3,0,81,377,377
180,0,1111110000000000,124,3,0,0,201704,59.88,63.53,3.65,400,756,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,81,377,377
181,0,1111110000000000,131,0,0,0,201704,95.71,102.55,6.84,400,2388,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,81,377,377
182,0,1111110000000000,121,0,0,0,201704,136.69,145.53,8.84,400,1820,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,81,377,377
183,0,1111110000000000,123,2,0,0,201704,42.25,45.53,3.28,400,608,41,1111110000000000,201704,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,3528,3654.0,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201704,1,3,0,81,377,377
184,0,1111110000000000,124,3,0,0,201707,74.07,95.48,21.41,400,2628,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,82,401,401
185,0,1111110000000000,125,4,0,0,201707,41.94,52.24,10.3,400,1360,41,1111110000000000,201707,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,17728,16369.51,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201707,1,3,0,82,401,401
186,0,1111110000000000,124,3,0,0,201706,67.5,74.07,6.57,400,1588,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,401,401
187,0,1111110000000000,121,0,0,0,201706,155.03,169.89,14.86,400,3804,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,401,401
188,0,1111110000000000,125,4,0,0,201706,38.54,41.94,3.4,400,836,41,1111110000000000,201706,61100100000000,61100100000000,1,8,200,32002001,0.8733,0,0,5948,5765.07,1,61100100000000,61100100000000,1,7,250,250,3,1,30,201706,1,3,0,82,401,401
